Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Canal_10,Canal_11,Canal_12,Canal_13,Canal_14,Canal_15,Canal_16
239.52,287.8,189.36,233.62,-772.21,-991.61,-737.34,-818.88,220.21,155.84,153.42,2.95,-315.96,-269.56,-158.52,-83.68
439.35,601.08,362.63,424.06,-1088.17,-1432.03,-1067.52,-1115.8,1101.85,1060.81,396.97,517.67,-899.34,-608.33,-337.96,187.49
-206.53,376.58,-44.79,669.48,-452.49,-315.96,-229.87,302.55,81.27,55.79,235.5,-151.54,-384.36,-333.13,-131.96,-73.49
-82.88,841.14,200.9,1426.67,-451.42,-258.83,-41.31,740.02,794.2,792.06,2090.25,398.84,-48.28,-32.72,712.93,661.43
72.15,118.82,49.08,119.89,-617.98,-751.56,-577.21,-618.79,145.91,88.24,273.85,-33.26,-222.36,-214.31,-71.08,-59.01
531.88,711.59,450.07,521.15,-1226.31,-1643.93,-1201.36,-1281.02,1108.02,1049.01,426.2,540.73,-878.16,-601.35,-328.84,202.24
-218.6,173.81,-125.26,343.86,-475.82,-391.87,-335.28,41.31,106.75,78.59,48.55,-135.18,-472.07,-396.7,-248.91,-125.26
-54.99,988.66,251.59,1625.69,-517.93,-299.6,-61.69,855.36,747.8,763.36,2020.78,387.85,-65.45,-58.74,674.31,631.39
136.52,125.53,135.99,169.52,-538.86,-589.55,-469.92,-422.45,388.92,285.92,631.93,199.02,-181.59,-174.08,67.59,85.29
688.25,840.34,591.16,635.15,-1272.98,-1716.88,-1242.4,-1323.94,1156.57,1079.32,484.14,633.27,-826.66,-569.7,-286.19,214.84
-162.01,95.22,-117.75,161.2,-519.54,-496.75,-439.61,-193.12,259.91,235.5,9.66,-29.24,-579.09,-464.83,-314.35,-107.02
-56.59,1033.99,258.03,1678.79,-499.96,-261.25,-34.6,929.12,630.86,643.73,1746.92,290.75,-120.43,-108.36,560.31,518.74
-105.68,44.52,-67.06,186.68,-396.97,-379.8,-295.31,-182.93,250.25,214.84,809.76,63.57,-95.22,-121.77,193.66,132.23
655.26,786.69,558.7,609.93,-1222.55,-1664.31,-1189.56,-1297.92,866.89,795.81,346.81,416.28,-683.16,-473.95,-265.27,124.45
-80.2,92.54,-75.1,77.52,-602.42,-655.0,-560.58,-421.64,490.58,455.71,75.37,113.99,-684.77,-512.84,-343.32,-32.19
-70.27,1040.43,255.61,1679.6,-501.04,-263.12,-29.24,931.26,480.92,473.14,1387.24,159.59,-174.34,-150.2,402.06,375.24
-145.38,144.3,-54.45,383.02,-357.27,-282.17,-194.46,42.38,432.91,405.55,1262.25,202.24,-48.01,-75.64,387.04,318.91
607.52,727.15,516.86,573.19,-1130.55,-1532.61,-1093.54,-1208.07,618.52,559.24,245.15,272.78,-537.78,-392.14,-236.57,37.01
64.1,200.09,35.14,114.26,-723.39,-862.33,-704.08,-649.09,786.69,770.6,231.21,327.23,-784.28,-558.17,-341.45,82.61
-99.24,915.71,192.05,1464.75,-486.28,-266.34,-69.2,815.12,273.85,267.68,902.83,9.12,-230.94,-207.07,198.22,188.02
-144.57,321.87,1.61,659.02,-357.81,-236.57,-123.65,266.61,619.32,611.81,1676.38,330.98,-16.63,-35.14,566.75,503.99
449.54,542.88,377.12,432.37,-1002.34,-1336.54,-963.18,-1070.47,370.41,305.5,152.35,99.51,-415.74,-325.08,-209.48,-46.13
235.77,382.21,179.44,245.42,-901.76,-1140.74,-882.98,-889.15,1016.02,978.74,354.05,462.95,-874.4,-595.45,-344.66,170.59
-151.28,690.4,79.93,1133.5,-476.63,-295.58,-143.5,595.72,128.21,104.34,494.06,-111.04,-311.14,-277.88,-3.22,20.92
-113.19,572.12,94.68,1032.92,-407.16,-254.01,-88.24,495.67,747.8,735.19,1979.2,393.21,-27.09,-32.19,666.26,623.88
261.25,297.99,204.92,244.08,-836.04,-1068.06,-803.05,-877.89,205.99,144.3,159.06,-1.07,-305.24,-269.03,-158.52,-81.0
390.53,537.25,312.48,373.63,-1098.36,-1426.13,-1079.86,-1117.14,1084.69,1046.6,385.97,523.03,-898.27,-624.15,-361.29,189.36
-215.11,381.41,-50.96,689.86,-475.29,-330.45,-238.72,320.79,61.15,41.04,190.44,-156.64,-394.28,-348.42,-155.57,-89.32
-111.85,758.8,154.23,1319.38,-476.09,-288.61,-80.2,666.8,728.22,747.26,2003.88,379.0,-64.64,-72.96,668.67,628.71
106.22,136.52,71.08,125.8,-652.31,-798.49,-615.03,-661.7,127.67,78.59,270.63,-41.31,-220.48,-221.01,-73.76,-65.45
543.95,700.32,449.54,500.5,-1230.87,-1640.17,-1213.43,-1273.51,1088.44,1049.01,400.72,530.54,-909.81,-651.51,-364.78,176.49
-218.87,200.36,-115.07,387.31,-471.26,-377.39,-320.26,81.81,114.53,88.51,32.19,-134.11,-498.62,-421.11,-271.44,-135.99
-84.49,948.43,222.09,1576.33,-498.89,-282.17,-52.03,842.21,709.18,704.08,1931.46,317.84,-139.74,-116.41,600.28,565.68
-9.39,51.23,-15.02,105.41,-502.38,-561.65,-440.96,-431.84,153.69,104.07,502.11,-21.19,-159.32,-174.34,40.23,5.63
656.07,812.17,554.68,615.84,-1259.83,-1693.55,-1225.77,-1308.11,1021.39,967.74,403.67,504.52,-816.46,-576.14,-332.86,142.43
-178.37,108.09,-122.31,192.05,-512.3,-480.65,-420.03,-155.3,269.56,244.35,1.34,-31.92,-598.4,-479.31,-339.03,-120.97
-78.86,1058.67,256.96,1717.95,-516.86,-289.41,-35.41,918.12,608.86,612.62,1719.56,261.25,-146.18,-138.4,527.32,496.48
-99.24,45.06,-63.3,176.49,-411.99,-406.62,-313.55,-221.82,263.66,229.6,856.16,77.78,-97.63,-130.09,207.6,146.99
653.92,798.76,564.07,617.98,-1233.82,-1683.62,-1202.17,-1316.16,822.63,777.57,322.67,400.45,-662.51,-473.95,-278.15,108.36
-99.78,82.88,-85.29,78.32,-586.87,-628.17,-540.2,-389.99,503.99,491.65,78.59,127.14,-692.28,-524.1,-359.42,-26.82
-83.15,1007.44,241.67,1627.3,-502.91,-270.9,-40.77,899.61,428.62,435.59,1292.56,125.53,-188.29,-169.25,355.66,337.96
-148.06,107.56,-67.06,320.52,-361.03,-295.85,-214.58,-7.78,424.33,407.96,1252.06,192.31,-57.67,-84.76,377.39,314.09
588.48,726.61,505.86,566.21,-1170.25,-1589.48,-1130.55,-1256.08,568.63,513.37,212.7,243.01,-527.59,-399.65,-238.72,16.63
22.8,166.83,1.34,90.39,-710.52,-835.51,-687.18,-626.03,784.28,761.48,216.45,325.89,-805.2,-580.97,-346.27,75.64
-97.63,931.53,201.7,1496.94,-496.75,-277.61,-76.44,822.37,251.86,231.47,851.33,-27.36,-261.25,-228.26,153.69,153.42
-147.79,284.85,-10.46,604.57,-360.49,-248.64,-142.16,224.77,627.91,608.33,1710.18,312.75,-47.74,-58.74,551.19,499.7
477.7,572.92,403.67,451.68,-1033.19,-1375.17,-999.66,-1094.61,342.79,283.24,143.77,86.1,-403.94,-327.23,-210.02,-57.67
205.73,341.45,153.15,211.63,-873.06,-1087.37,-858.04,-845.16,1010.66,988.13,347.88,471.8,-876.55,-612.88,-351.1,160.4
-148.86,714.54,94.95,1168.37,-480.65,-295.58,-137.06,618.79,115.6,99.51,457.32,-111.58,-322.94,-290.22,-14.22,5.1
-127.14,513.37,73.76,946.55,-397.77,-255.88,-97.9,442.83,745.65,741.09,1978.67,404.75,-45.6,-50.43,681.01,617.98
287.8,348.42,231.21,277.07,-849.99,-1105.61,-812.44,-902.56,194.19,134.65,167.37,0.8,-297.46,-267.68,-144.03,-83.68
367.73,528.66,296.38,360.49,-1052.77,-1367.12,-1028.9,-1062.42,1099.44,1062.69,407.96,555.49,-904.98,-633.54,-337.15,193.39
-197.14,435.59,-23.6,765.5,-464.56,-306.58,-212.43,386.24,74.3,48.28,182.66,-154.76,-406.89,-354.05,-164.96,-90.39
-99.24,749.68,159.59,1299.26,-453.29,-264.73,-66.79,677.53,774.89,769.26,2065.57,384.63,-74.57,-65.71,686.38,649.9
142.16,175.42,102.19,156.64,-676.45,-836.04,-639.44,-692.55,139.21,83.95,305.5,-34.33,-210.55,-208.41,-53.64,-52.03
550.93,716.15,456.51,521.15,-1203.78,-1600.47,-1182.85,-1239.18,1130.82,1084.42,439.35,569.43,-878.16,-600.81,-329.11,197.41
-224.5,221.28,-108.36,428.08,-470.73,-368.8,-307.38,118.02,136.79,112.12,31.38,-111.85,-497.01,-414.94,-266.88,-127.94
-99.24,925.9,214.58,1560.51,-508.28,-298.8,-60.89,819.68,720.44,725.27,1969.01,362.37,-90.39,-89.05,659.29,616.37
1.88,61.15,-6.17,106.48,-525.18,-598.13,-468.58,-467.24,168.71,121.77,560.05,1.34,-135.18,-156.91,82.61,38.89
620.39,778.65,522.76,581.5,-1251.52,-1676.38,-1220.67,-1295.24,1007.17,962.38,416.28,529.47,-754.24,-523.03,-264.73,184.27
-195.53,103.53,-130.36,201.97,-500.77,-454.37,-399.92,-113.19,285.66,262.32,9.92,-6.44,-582.04,-462.68,-313.82,-94.95
-86.9,1025.14,253.74,1686.84,-516.33,-284.05,-33.8,924.83,608.33,596.52,1693.82,259.1,-146.18,-112.65,553.61,510.69
-91.73,36.48,-61.96,156.91,-427.01,-429.69,-332.86,-253.2,283.78,243.81,909.54,91.2,-88.51,-110.78,248.37,179.98
652.58,810.3,552.54,621.47,-1266.54,-1714.47,-1225.5,-1330.38,823.17,764.16,324.01,391.33,-648.29,-452.49,-261.25,104.34
-116.41,83.95,-99.24,89.32,-580.7,-609.67,-527.05,-358.34,557.9,536.17,101.92,157.18,-705.96,-519.54,-347.08,-11.53
-89.32,1019.78,230.4,1642.32,-521.69,-294.77,-61.69,901.49,422.72,414.67,1254.74,108.9,-196.34,-173.27,346.27,323.47
-143.23,93.34,-72.42,292.9,-371.75,-316.23,-233.89,-42.92,458.39,436.4,1319.92,215.38,-51.23,-76.44,413.86,345.2
608.06,726.61,520.62,558.17,-1178.56,-1589.48,-1141.82,-1254.2,552.0,491.11,202.24,220.75,-516.33,-383.29,-240.06,16.9
0.27,133.84,-18.51,68.13,-683.16,-786.96,-659.82,-579.09,813.25,792.06,228.26,336.35,-807.88,-574.26,-349.49,96.29
-89.05,936.36,204.12,1507.67,-493.26,-263.12,-70.27,849.99,211.36,210.29,784.81,-34.33,-255.35,-237.38,140.82,126.06
-149.67,244.08,-26.29,542.34,-355.12,-247.03,-152.62,190.17,617.71,620.93,1714.74,324.82,-37.01,-57.67,575.87,499.96
507.21,581.77,424.59,447.39,-1055.72,-1412.72,-1029.97,-1116.87,322.94,254.01,129.82,60.62,-414.13,-328.3,-214.31,-73.22
167.37,287.8,117.21,163.08,-837.39,-1037.48,-828.8,-803.86,1007.97,965.6,327.23,440.69,-927.51,-635.68,-377.39,135.72
-144.57,727.68,103.27,1209.41,-482.8,-284.31,-128.48,659.56,92.8,71.08,407.7,-137.33,-335.28,-302.55,-49.35,-22.26
-134.65,458.39,50.69,878.42,-389.19,-244.89,-103.27,412.79,723.66,725.27,1969.81,369.61,-52.84,-60.89,647.75,596.52
318.11,374.97,255.61,300.68,-889.96,-1158.18,-854.02,-943.06,178.1,122.04,171.66,-16.36,-289.41,-262.05,-144.3,-89.05
337.42,486.28,268.76,328.03,-1028.09,-1329.3,-1010.66,-1035.87,1083.34,1049.82,395.63,525.98,-909.0,-639.44,-361.29,171.39
-211.89,461.61,-27.09,805.47,-481.19,-322.67,-219.67,400.19,65.18,44.52,147.79,-155.57,-413.06,-363.44,-179.71,-105.95
-129.55,683.7,115.6,1203.78,-461.61,-285.12,-97.1,602.42,743.51,761.21,2007.9,385.7,-68.13,-72.96,676.99,621.47
158.25,200.63,115.6,171.39,-704.62,-885.13,-668.94,-736.27,135.45,85.83,317.31,-32.72,-198.48,-203.58,-43.45,-50.16
504.52,682.89,418.16,489.5,-1185.8,-1580.09,-1166.22,-1231.4,1135.65,1099.44,460.8,585.26,-845.16,-580.97,-310.87,211.63
-214.31,141.89,-130.89,287.8,-475.02,-401.53,-352.17,-6.71,361.56,338.49,21.73,30.58,-635.68,-494.6,-345.74,-84.22
-88.24,965.86,226.38,1606.64,-497.55,-274.93,-46.13,873.86,531.88,546.63,1537.17,212.7,-149.67,-139.74,469.12,436.66
-50.16,34.33,-39.7,110.78,-477.97,-516.59,-407.7,-368.54,332.59,306.31,1027.55,131.7,-72.96,-102.46,289.14,222.36
627.91,776.5,537.78,572.12,-1306.24,-1751.21,-1279.95,-1359.08,735.73,680.48,279.75,356.47,-617.44,-450.88,-258.56,70.54
-163.61,76.17,-125.8,125.8,-542.61,-532.15,-472.34,-243.28,627.91,609.13,132.5,219.4,-747.53,-554.14,-353.25,14.22
-91.73,1034.53,235.77,1689.26,-538.86,-308.19,-67.06,907.39,359.15,345.2,1122.24,57.4,-226.65,-193.92,282.97,265.0
-124.72,53.91,-74.3,214.04,-401.53,-375.24,-288.61,-154.5,521.96,497.55,1480.85,252.93,-56.33,-71.61,472.34,407.16
619.05,759.87,523.57,586.33,-1261.17,-1696.5,-1224.16,-1334.13,474.21,410.11,177.83,162.01,-492.19,-367.46,-233.35,-19.85
-71.61,90.93,-73.49,62.5,-634.07,-699.25,-599.74,-476.09,884.06,853.75,273.05,371.22,-855.36,-593.84,-352.98,109.43
-96.29,995.64,218.06,1611.2,-522.23,-287.53,-72.15,881.91,168.17,156.91,659.56,-70.81,-281.1,-255.88,79.13,78.05
-154.5,161.47,-56.86,414.13,-366.39,-281.36,-193.66,69.47,660.63,663.58,1818.0,352.98,-41.31,-55.79,609.4,543.42
553.34,653.39,466.44,506.67,-1137.79,-1529.93,-1107.48,-1212.36,263.93,208.14,132.5,39.16,-363.71,-303.63,-190.17,-80.47
63.03,185.34,30.58,91.73,-754.51,-905.51,-741.9,-694.16,1014.41,984.37,341.45,483.87,-896.66,-624.15,-353.78,153.69
-146.45,841.68,136.26,1378.12,-511.23,-292.36,-108.9,754.51,67.86,51.5,323.74,-142.96,-348.96,-317.31,-79.66,-48.28
-162.01,343.05,-2.41,703.81,-380.87,-251.86,-132.77,293.7,739.49,747.0,2037.94,401.53,-45.6,-56.59,701.93,631.66
409.31,477.7,333.4,368.54,-1005.02,-1323.4,-969.62,-1067.52,165.76,104.07,209.48,-23.34,-266.34,-238.98,-111.04,-76.17
245.69,382.48,183.73,234.43,-948.97,-1200.83,-933.95,-941.99,1137.52,1081.2,407.43,549.85,-929.92,-613.42,-337.96,199.56
-181.32,611.01,46.67,1030.5,-479.58,-298.53,-165.76,545.29,82.08,53.91,95.49,-149.94,-444.98,-379.26,-211.09,-119.09
-128.48,590.35,98.97,1069.13,-421.91,-258.03,-89.59,526.52,737.34,743.78,2013.0,370.95,-82.08,-81.0,672.16,619.32
235.77,284.58,190.71,233.08,-781.86,-1005.02,-746.19,-832.83,134.38,84.76,385.7,-33.53,-180.78,-190.17,-7.51,-26.82
418.16,581.23,351.64,408.77,-1083.61,-1425.59,-1060.01,-1117.68,1055.18,1007.44,402.6,517.13,-859.65,-594.11,-322.4,178.9
-221.82,360.22,-54.18,653.12,-457.32,-315.16,-230.67,309.26,167.1,141.35,-6.44,-96.56,-539.66,-442.56,-297.73,-131.16
-108.63,819.15,186.68,1407.89,-463.49,-262.32,-46.67,752.36,665.19,678.06,1868.7,305.77,-129.28,-112.38,612.08,571.04
74.83,119.36,49.89,119.36,-611.54,-742.17,-567.29,-615.57,196.34,157.18,681.55,18.24,-123.11,-145.38,134.38,81.81
545.83,725.27,458.39,528.93,-1215.31,-1628.91,-1186.07,-1271.9,921.61,881.37,354.59,456.78,-750.48,-536.71,-297.99,133.84
-213.77,183.73,-115.33,357.0,-473.14,-387.85,-330.45,53.64,375.24,355.66,19.58,38.36,-653.65,-509.35,-350.56,-80.2
-72.96,995.9,249.71,1651.7,-501.84,-282.17,-37.55,894.25,539.39,533.22,1550.32,179.44,-184.27,-156.1,450.34,433.45
-35.41,37.82,-33.53,106.48,-489.23,-540.47,-424.86,-400.19,349.76,317.04,1090.05,125.53,-83.68,-109.97,300.14,242.74
626.56,777.04,525.44,580.16,-1283.17,-1735.12,-1262.78,-1341.1,685.57,627.1,248.91,291.82,-624.95,-458.39,-282.7,44.52
-178.1,78.59,-132.5,145.11,-531.35,-512.03,-453.03,-207.6,642.12,623.88,130.36,203.85,-783.74,-581.77,-381.95,7.78
-109.7,1010.92,221.55,1668.6,-551.19,-325.62,-77.52,888.88,316.23,311.67,1054.11,38.62,-231.74,-213.77,253.2,234.16
-116.68,45.33,-74.3,189.63,-416.55,-402.33,-311.67,-196.61,526.79,509.89,1516.52,263.39,-55.52,-81.0,485.75,420.57
635.42,796.08,539.12,609.4,-1290.14,-1741.02,-1255.81,-1365.24,455.44,398.04,181.32,156.1,-470.73,-369.34,-238.98,-21.99
-89.05,91.46,-83.15,72.15,-620.93,-676.99,-580.43,-442.83,917.58,896.93,306.84,401.26,-856.16,-614.23,-369.34,124.19
-115.87,993.49,206.8,1615.49,-536.71,-314.35,-82.88,877.62,157.98,130.62,624.15,-92.54,-298.53,-267.15,57.13,60.35
-159.32,131.16,-69.47,365.85,-370.14,-299.07,-210.29,26.55,682.09,655.0,1857.43,339.84,-63.03,-64.1,615.84,553.61
560.85,690.13,479.31,539.93,-1176.69,-1580.89,-1131.89,-1252.32,264.2,200.9,149.13,33.8,-351.37,-292.09,-183.73,-72.69
39.43,176.49,13.68,93.34,-744.85,-883.79,-723.39,-670.55,1079.32,1042.04,394.55,513.11,-901.76,-612.08,-351.1,193.12
-137.06,862.33,153.69,1411.65,-518.74,-297.19,-108.63,770.06,74.3,54.45,295.31,-145.91,-363.17,-324.01,-99.78,-57.4
-161.2,300.68,-14.22,640.24,-376.85,-253.74,-144.03,248.37,749.41,759.33,2025.87,397.24,-56.06,-64.91,687.72,629.78
456.24,534.56,385.17,421.64,-997.51,-1345.93,-962.38,-1066.98,153.69,98.71,219.67,-18.78,-248.91,-238.45,-104.34,-79.66
228.52,362.9,174.88,226.38,-891.83,-1138.6,-876.81,-881.64,1101.85,1062.96,413.33,560.05,-896.93,-638.37,-342.52,179.71
-171.39,669.48,65.98,1108.02,-472.07,-300.41,-144.84,594.38,86.1,61.96,85.29,-144.84,-451.42,-390.8,-224.77,-124.45
-132.77,552.8,81.0,1012.8,-403.4,-258.83,-87.44,491.11,754.51,761.21,2032.85,361.03,-89.85,-88.24,660.9,619.05
292.09,348.96,235.77,281.9,-812.71,-1061.08,-778.65,-868.23,144.57,93.88,420.03,-28.7,-175.68,-186.95,0.8,-18.51
420.84,589.01,347.08,412.52,-1050.62,-1390.19,-1031.04,-1080.93,1072.35,1024.07,415.21,542.61,-854.82,-605.91,-353.78,162.27
-190.44,435.86,-18.24,746.73,-439.88,-289.68,-198.48,381.68,193.92,165.76,-1.34,-82.34,-553.88,-453.29,-319.18,-133.04
-67.59,834.97,207.07,1399.31,-423.25,-229.06,-21.19,761.48,681.01,675.92,1857.97,289.95,-134.65,-114.26,564.87,542.07
112.12,152.35,77.25,133.84,-633.54,-783.47,-595.72,-646.95,213.77,171.39,719.64,26.82,-115.6,-141.89,137.06,87.98
564.07,728.76,465.63,514.45,-1192.24,-1601.28,-1172.39,-1235.43,911.15,850.8,340.64,438.81,-748.34,-534.03,-300.14,114.8
-210.55,211.36,-106.48,397.24,-460.0,-364.51,-306.31,94.68,407.96,384.36,24.94,58.47,-671.09,-521.96,-357.81,-77.78
-65.45,980.35,244.08,1611.47,-472.07,-255.35,-17.97,874.94,496.48,509.08,1467.17,159.32,-178.37,-164.15,412.52,397.5
-8.85,55.52,-12.61,112.65,-499.43,-561.92,-436.66,-431.03,357.54,334.2,1109.36,130.36,-77.52,-107.29,304.7,247.3
642.39,800.1,547.98,611.01,-1238.91,-1680.94,-1206.46,-1303.55,671.36,617.44,269.29,313.01,-576.41,-427.01,-245.96,53.38
-183.73,94.68,-130.09,177.29,-507.47,-476.09,-417.08,-155.3,682.89,663.58,175.95,256.15,-758.8,-557.09,-348.15,39.16
-89.59,1035.6,242.2,1691.67,-520.08,-293.97,-39.96,913.56,322.67,313.01,1028.09,41.84,-216.99,-199.82,252.4,236.3
-82.34,48.01,-50.16,176.49,-413.33,-409.31,-315.43,-223.43,587.67,574.53,1597.52,322.67,-19.04,-54.18,536.44,468.58
656.07,813.51,558.7,623.88,-1248.84,-1696.5,-1222.82,-1334.13,449.54,396.16,175.68,169.25,-446.32,-353.25,-225.84,-28.97
-98.17,90.39,-87.17,82.34,-591.96,-632.73,-547.98,-396.7,939.85,925.9,304.43,420.57,-852.14,-610.74,-357.54,135.72
-76.71,1035.33,247.57,1666.72,-502.91,-273.59,-42.11,901.22,131.43,124.45,564.34,-92.54,-295.58,-275.46,36.48,39.16
-139.47,125.53,-61.15,342.52,-361.29,-296.92,-211.09,-4.56,671.89,687.45,1858.23,363.17,-42.92,-67.06,623.61,553.34
616.1,752.63,533.22,593.04,-1165.69,-1582.24,-1117.68,-1253.13,257.76,205.19,163.88,47.21,-321.87,-275.46,-159.32,-61.96
33.8,174.61,13.14,99.51,-710.79,-835.24,-683.7,-627.64,1145.57,1119.02,465.36,584.72,-859.92,-578.28,-302.02,258.56
-89.85,925.09,204.92,1485.41,-486.55,-263.66,-64.91,822.1,92.8,65.71,280.56,-131.43,-359.68,-312.48,-103.0,-49.89
-135.72,287.53,0.27,608.33,-355.12,-242.47,-136.26,228.52,817.0,808.95,2081.13,446.86,-12.61,-1.07,726.88,681.01
524.64,613.69,446.05,495.14,-995.1,-1338.42,-959.43,-1069.13,184.0,122.85,262.05,3.76,-229.87,-216.72,-82.08,-59.01
222.36,359.42,169.78,232.82,-840.6,-1055.99,-825.32,-823.71,1178.56,1119.29,476.36,604.03,-861.26,-575.87,-302.82,226.91
-121.24,721.25,119.89,1179.9,-462.14,-272.24,-115.6,664.92,106.22,78.86,80.2,-126.6,-448.47,-379.53,-223.16,-115.07
-103.0,528.4,96.56,963.99,-383.29,-234.16,-77.25,486.28,764.16,766.84,2029.09,413.33,-46.67,-50.43,699.79,648.02
350.83,386.51,285.39,309.26,-839.53,-1096.49,-807.34,-877.08,152.08,102.73,451.42,-10.19,-153.69,-170.32,31.11,0.0
433.45,572.38,352.17,398.04,-1021.12,-1337.62,-1003.95,-1022.99,1091.93,1038.28,439.61,569.16,-819.95,-566.48,-298.8,193.39
-177.29,460.27,-4.02,789.11,-447.12,-285.92,-190.71,405.55,230.67,203.31,8.31,-47.48,-555.75,-448.2,-304.97,-113.46
-68.93,777.04,184.8,1317.77,-422.98,-231.74,-35.41,696.3,685.57,680.74,1819.07,313.28,-109.97,-72.96,598.67,557.63
139.47,170.32,103.0,154.23,-651.78,-807.34,-611.28,-669.21,237.91,199.29,756.65,50.43,-98.97,-116.14,174.61,115.07
542.61,690.94,457.58,509.08,-1154.69,-1540.39,-1125.99,-1192.78,909.27,845.7,359.42,443.91,-695.23,-467.24,-259.37,145.91
-207.33,236.3,-92.8,443.64,-450.34,-343.32,-283.78,139.74,447.66,418.96,53.91,87.44,-659.02,-491.38,-334.2,-42.65
-49.08,970.16,252.4,1590.82,-456.78,-238.45,-7.24,859.38,493.79,505.6,1433.1,171.66,-162.54,-144.57,421.11,400.72
25.21,80.47,11.27,116.41,-513.37,-591.96,-457.05,-461.88,400.19,391.87,1180.44,186.68,-50.69,-81.0,354.32,293.43
666.8,818.88,570.77,623.35,-1223.89,-1658.95,-1194.66,-1283.17,663.58,610.47,256.42,311.14,-554.14,-411.18,-238.18,51.23
-185.61,115.6,-118.82,214.58,-491.38,-449.27,-392.94,-110.51,734.39,716.69,196.07,289.95,-763.09,-560.05,-344.93,59.55
-65.71,1051.69,280.02,1713.4,-495.4,-276.27,-19.85,924.29,293.7,291.82,969.89,24.94,-223.7,-205.19,225.04,217.53
-3.76,76.44,27.63,185.07,-441.22,-444.17,-344.66,-259.91,645.61,623.08,1657.07,361.56,-32.19,-46.13,548.51,501.3
678.06,830.41,587.4,638.1,-1240.79,-1682.82,-1195.46,-1304.09,545.56,447.39,240.86,251.86,-439.88,-331.25,-199.56,2.95
-111.58,88.24,-93.07,94.15,-570.51,-598.67,-516.86,-347.88,995.9,955.67,343.05,455.44,-848.65,-579.36,-322.67,167.1
-67.32,1045.53,263.39,1685.5,-500.77,-274.66,-37.01,947.09,147.79,125.53,552.54,-93.07,-299.33,-264.47,32.99,44.52
-136.52,103.8,-58.74,309.26,-367.19,-313.55,-227.72,-27.09,745.92,732.24,1958.55,404.48,-25.21,-27.09,675.65,620.66
633.54,774.09,541.27,602.42,-1179.9,-1594.31,-1134.84,-1244.28,241.67,176.76,163.35,35.67,-315.43,-273.32,-152.89,-75.1
10.19,156.37,-9.92,90.12,-685.04,-790.72,-657.68,-577.21,1114.73,1073.96,423.79,567.82,-874.94,-604.57,-305.77,202.78
-106.75,945.21,193.66,1516.25,-502.11,-282.17,-76.44,834.97,78.59,57.94,244.89,-137.87,-368.54,-330.72,-119.63,-70.27
-154.5,249.45,-27.89,549.32,-359.68,-258.03,-155.84,183.19,786.42,797.15,2073.62,430.23,-17.97,-30.85,720.98,660.9
502.91,605.64,420.03,467.51,-1070.2,-1429.89,-1035.06,-1145.3,152.62,102.73,268.22,-19.04,-221.01,-213.77,-71.88,-57.4
161.74,295.85,111.04,171.66,-838.73,-1034.8,-823.97,-810.3,1155.5,1115.53,466.7,605.11,-851.33,-578.02,-301.48,233.08
-130.89,744.31,110.24,1222.82,-480.65,-268.49,-120.43,682.35,115.33,86.1,65.71,-126.06,-459.73,-387.31,-235.23,-118.02
-124.19,466.44,54.45,878.16,-385.17,-231.21,-99.24,425.4,763.09,755.58,2008.44,361.03,-77.78,-51.5,669.48,631.39
362.9,409.84,295.31,332.86,-878.69,-1150.67,-845.97,-932.87,155.03,106.75,473.68,-20.65,-152.08,-162.81,37.28,6.17
386.77,530.54,311.94,369.07,-1008.24,-1308.65,-992.42,-1015.75,1068.59,1026.21,425.13,537.51,-812.98,-557.63,-299.87,184.27
-174.88,498.89,9.39,855.36,-453.03,-284.31,-179.44,439.35,249.71,228.26,3.49,-40.23,-571.85,-458.66,-312.21,-111.85
-49.35,744.04,200.9,1278.61,-432.1,-245.15,-52.84,655.26,660.9,672.7,1796.54,306.84,-114.8,-104.07,587.67,545.83
263.39,231.21,223.7,203.31,-684.77,-855.36,-644.8,-702.2,393.75,318.65,879.23,203.58,-97.36,-121.5,203.85,156.64
552.0,706.23,469.12,529.74,-1138.33,-1518.67,-1109.63,-1173.73,991.34,922.68,417.35,561.39,-667.87,-468.05,-252.66,156.1
-205.73,278.15,-80.2,512.84,-455.71,-343.86,-273.32,184.0,485.21,474.21,84.76,127.14,-664.92,-504.52,-334.47,-25.21
-42.65,943.6,254.81,1566.14,-474.48,-270.63,-31.38,819.41,492.45,499.96,1420.77,169.78,-163.61,-144.57,417.35,402.87
114.26,113.73,95.49,134.92,-569.16,-661.16,-514.98,-522.76,504.52,463.49,1277.54,269.29,-56.33,-74.57,381.41,338.23
644.53,802.79,542.34,599.47,-1264.39,-1698.91,-1237.03,-1317.77,762.02,662.24,318.65,389.46,-555.22,-392.41,-228.52,76.71
-194.46,129.28,-124.19,244.89,-499.43,-446.32,-390.26,-76.17,794.2,759.6,231.74,317.31,-777.04,-545.56,-338.23,83.68
-79.13,1015.22,246.23,1666.46,-536.44,-318.65,-66.79,879.5,302.55,279.75,940.38,18.24,-236.03,-203.31,211.63,210.29
-77.52,35.14,-54.99,135.72,-445.25,-464.02,-359.68,-297.73,627.91,606.45,1669.94,334.47,-22.53,-37.55,564.87,513.11
650.17,818.88,550.39,621.74,-1293.36,-1735.12,-1233.01,-1331.45,389.19,328.57,164.42,123.65,-412.79,-328.84,-201.17,-37.01
