Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Canal_10,Canal_11,Canal_12,Canal_13,Canal_14,Canal_15,Canal_16
-10592.31,-6132.87,-14673.29,-8603.72,860.99,1421.3,-734.66,911.15,-920.27,1271.37,-7731.47,4898.52,3393.26,-1731.37,7099.54,-4422.69
59118.04,13236.43,-7821.86,8793.35,17148.97,4426.72,3984.15,13188.96,6309.9,-2280.95,-7140.04,7741.12,-1327.69,2736.39,429.42,718.56
29998.63,674.31,-6852.24,-1608.52,2365.98,-866.89,-428.62,5650.88,13516.72,-4690.11,-5009.03,12946.49,-3346.59,6629.88,-1007.44,2162.13
-34115.02,-21611.9,-20715.24,-22514.2,-13331.12,-3693.67,-5542.79,-4992.66,4214.56,-333.94,-470.19,4929.63,512.57,686.91,4089.83,-1632.12
-23611.22,-12193.05,-23533.7,-15486.0,-1754.43,883.79,-1851.8,-609.93,-546.9,1391.53,-6847.68,4608.3,2928.44,-2291.68,6977.23,-4561.63
48141.36,12480.05,-9796.77,8493.22,15787.21,4265.52,4140.79,11574.54,4618.76,-1820.15,-10236.65,7509.11,-393.48,1665.38,1508.21,-653.65
38172.4,3173.32,-5900.86,427.54,3428.13,-925.09,262.59,8201.93,14367.25,-4297.97,-3547.22,12228.46,-3424.91,6901.59,-982.76,3943.38
-31880.2,-21158.34,-19503.95,-21997.6,-15272.77,-5106.39,-5826.29,-4535.35,6530.37,388.65,1496.14,6691.58,880.03,1955.6,5662.41,-708.64
-30696.81,-15692.53,-25915.24,-19385.4,-5049.8,-128.75,-3076.23,-2619.71,-797.96,1672.36,-4101.1,2953.38,3536.76,-2452.34,8436.62,-4105.12
45457.81,11471.81,-13368.4,6870.75,17063.14,5005.27,3433.5,10976.14,4219.12,-2388.24,-10713.55,7092.03,314.62,1221.21,2692.94,-1186.61
48745.13,7679.97,-7360.52,3462.2,9152.5,1374.36,1814.51,8884.28,14597.12,-6068.5,-7622.3,13200.76,-4287.24,6923.85,-2183.85,3140.33
-21827.55,-16881.82,-15870.63,-17341.82,-11358.35,-3784.33,-4583.63,-3176.27,7825.61,-2476.75,-748.34,6756.75,-944.94,2748.73,1852.33,41.31
-36380.41,-20242.1,-22425.68,-22211.91,-8498.58,-691.21,-3848.97,-3374.22,-767.65,1335.2,-4123.63,3295.36,2821.95,-2125.11,7114.02,-4145.35
29578.6,7404.77,-9543.03,4172.44,11315.17,3686.43,2854.14,8012.56,1205.38,169.25,-9771.29,6729.93,1799.23,43.99,4235.48,-3216.24
57706.12,9877.77,-6006.81,5638.27,11587.68,2101.78,2714.13,12110.44,12058.14,-4086.88,-5220.65,10771.22,-3202.56,5750.39,-1281.29,3022.31
-11855.63,-13764.02,-13521.02,-14177.89,-11318.12,-4624.67,-4545.81,-2008.71,10195.08,-2235.08,-1220.94,9826.01,-1158.71,4337.67,2360.61,336.08
-38347.54,-22818.63,-26354.58,-25055.86,-10187.84,-1739.41,-5228.7,-4574.24,315.96,1861.72,-1411.11,3023.12,2933.8,-2582.97,7816.76,-3849.77
20993.92,4345.45,-17044.9,888.08,11723.67,4056.04,1879.42,6773.65,1348.88,-987.59,-11807.08,6983.94,1863.06,-1106.95,4955.65,-4245.13
59259.66,12570.17,-6929.22,7942.83,13713.06,2757.04,3650.75,12732.72,12843.49,-6079.23,-8893.67,11307.12,-3875.52,5495.31,-1865.21,3525.76
-3432.69,-10713.01,-10598.21,-11405.56,-9876.97,-4663.56,-3763.14,826.93,12915.91,-2731.83,-734.93,11002.15,-2022.12,5501.75,1584.65,2055.91
-42081.98,-23447.6,-25053.17,-25615.63,-13048.68,-2841.8,-5254.18,-5441.67,1198.41,2072.27,1.07,3184.86,2480.24,-1626.76,8159.01,-3353.3
5127.31,-917.05,-16936.01,-4271.95,5742.88,2393.87,387.85,3751.87,-248.91,395.09,-8164.38,4333.11,2647.07,-1651.97,6220.04,-3920.85
62365.39,12850.46,-8000.76,7804.69,15710.77,3704.4,3544.27,12825.79,8485.71,-3520.13,-8043.14,9116.56,-2402.99,3784.87,-604.3,1162.47
12472.54,-5032.36,-8321.82,-6635.79,-4763.34,-3156.42,-2424.72,2444.83,13084.35,-3980.4,-3438.32,11926.71,-2914.22,5882.89,-5.1,1606.91
-40921.12,-22913.84,-22639.19,-24533.36,-13494.19,-3309.58,-5632.64,-5220.12,2545.42,1104.53,470.19,3524.69,1559.17,-931.53,6873.97,-2591.55
-7499.19,-4723.1,-17284.42,-8175.37,2696.42,1741.02,-410.65,1759.8,-966.67,673.5,-8640.2,4576.92,2666.65,-2300.53,6723.23,-5024.31
58629.61,13012.2,-8300.36,8416.77,16963.36,4118.0,3904.76,12974.92,6710.35,-3117.26,-9022.95,8065.4,-1544.68,2681.14,255.35,438.81
23192.53,-1229.79,-7227.21,-3101.71,725.54,-1251.25,-907.93,4381.93,13690.8,-4798.74,-5124.09,12780.19,-3478.83,6670.12,-941.19,2394.14
-39257.62,-21900.24,-20572.54,-22856.71,-13543.55,-3620.98,-5546.81,-5003.12,3674.09,-411.72,-906.85,4652.56,764.97,627.1,4417.33,-1682.28
-22594.93,-9612.23,-19470.69,-12588.68,-1189.83,1023.53,-1432.03,-502.65,-981.42,1393.14,-6596.89,4362.08,3497.06,-2206.12,7556.86,-4488.68
53547.36,13442.16,-9254.43,8764.65,16826.03,4740.0,4168.96,11586.61,4541.52,-2028.02,-9146.07,6928.41,-232.01,1455.9,1700.25,-610.2
37082.08,3453.08,-6516.43,17.7,4847.29,28.7,445.78,6863.24,14388.98,-5010.1,-5326.06,12324.21,-3920.05,6505.16,-1563.19,2941.85
-31907.56,-20376.74,-19161.7,-21329.2,-12992.62,-3729.61,-5252.03,-4385.95,6028.53,-1332.25,-793.93,5992.06,-162.81,1727.61,3210.6,-1152.81
-28769.11,-14399.98,-23547.38,-17650.81,-3641.64,767.92,-2417.74,-1660.29,-1133.5,1367.12,-5627.81,3598.99,3094.73,-2437.86,7301.24,-4712.64
45376.54,12113.39,-10864.29,8226.87,16147.44,4639.15,3878.21,10957.9,3930.51,-1707.23,-10673.58,7450.1,127.67,866.09,2466.29,-1842.41
46926.05,6440.79,-5727.86,3066.84,7160.16,534.56,1372.22,9677.41,14732.57,-5373.54,-5811.54,12469.05,-4622.79,6623.45,-1982.96,3751.34
-25206.06,-18672.74,-17223.0,-19192.01,-14020.98,-5053.82,-5481.9,-3909.05,8748.03,-1086.29,381.68,8267.64,-601.35,3189.95,3526.57,-29.5
-35397.11,-18886.24,-25497.35,-21709.0,-8145.06,-1157.37,-4073.2,-4047.72,-245.96,1893.1,-2495.53,2933.26,3095.0,-2407.82,8212.66,-3873.65
35977.54,9108.78,-13530.14,5151.45,14219.73,4264.44,3163.13,9397.12,2146.84,-828.8,-10100.93,6475.93,1526.18,-134.11,4256.93,-2655.92
55957.32,9258.45,-6291.66,5502.02,11744.59,2325.48,2683.01,11701.94,12796.55,-5161.38,-7397.8,11957.82,-3845.48,5948.6,-2100.44,2778.23
-14556.35,-13632.86,-13195.4,-14184.59,-10034.41,-3902.61,-4247.55,-2129.67,9998.2,-2902.15,-2082.47,9946.97,-1771.6,4374.41,1219.33,192.85
-44431.87,-21033.88,-25256.75,-24171.26,-9525.87,-1606.38,-4829.32,-4424.84,571.85,1685.23,-1625.42,3222.67,2527.45,-1673.7,6884.16,-3128.53
18564.11,4940.63,-14783.8,867.96,10920.88,3167.15,1771.33,6952.82,1252.32,89.32,-10934.83,6869.94,2163.74,-518.2,5206.7,-3605.16
59671.91,11144.04,-6437.57,6790.28,12874.87,2313.14,3011.05,12663.51,11173.28,-4556.27,-8217.22,10453.64,-3312.8,5087.88,-1568.56,2742.29
-1028.36,-2466.02,-19259.07,-5302.19,6497.92,3317.09,89.59,3378.24,8047.16,-4400.16,-10902.91,9644.15,-1694.35,3589.87,82.34,1064.57
59351.92,14179.77,-8075.06,9773.7,16840.52,4501.82,4438.25,13009.25,15075.89,-4429.4,-3363.76,12995.04,-2952.31,7318.14,-431.84,3883.84
17733.16,-3620.98,-7221.04,-5242.11,-4134.89,-3110.02,-1766.77,4827.44,4430.47,1232.21,1316.7,5306.75,1684.16,707.84,7006.74,-1770.79
-41115.32,-23485.42,-22149.95,-24447.8,-15295.03,-4119.07,-5709.62,-5359.05,-1851.26,788.03,-6170.42,2761.6,3239.84,-2756.77,7649.39,-4622.25
-14929.71,-8558.93,-19451.65,-11065.19,113.99,1381.87,-1243.47,-14.75,4281.61,-3047.79,-9729.98,6548.88,-477.97,1306.5,1404.94,-655.26
55869.34,12630.79,-9901.38,8485.97,17235.61,4525.69,3677.04,12483.27,13790.04,-5631.83,-6737.44,13116.54,-3881.96,6622.37,-1983.49,2439.74
34248.59,2401.92,-6794.84,-328.84,3821.08,-484.14,-11.0,6232.38,6261.08,-1397.43,-745.39,6216.56,-324.55,1950.23,3046.72,-989.47
-31505.77,-20934.37,-19654.96,-21458.21,-13333.8,-4251.84,-6008.68,-4917.03,-642.93,1344.86,-5699.96,3912.27,2687.04,-2379.39,7331.55,-4768.7
-27357.73,-14883.85,-22189.92,-17397.08,-3604.89,472.07,-3126.65,-1261.71,3123.7,-1872.72,-12786.09,8078.55,333.4,918.12,2863.26,-2758.12
45304.12,12288.0,-9343.48,8139.43,15314.34,4387.02,4068.64,10750.29,14509.68,-4846.75,-4871.96,11812.18,-3918.98,6695.6,-1558.36,4176.47
41740.0,5416.18,-5603.94,1778.57,4435.3,-581.23,923.48,8831.71,9324.97,-446.59,1625.15,8020.07,0.27,3174.66,4436.64,437.2
-29769.03,-20765.4,-18283.82,-21068.22,-15259.09,-5311.31,-5893.35,-3793.72,-1112.31,1808.88,-3454.42,2868.09,3302.87,-2488.02,8699.48,-4560.29
-33490.06,-18246.8,-21626.12,-20740.18,-7966.7,-1018.17,-3765.29,-3491.16,462.14,-322.13,-9452.11,5387.22,1818.27,-516.33,4473.39,-3343.11
38774.82,8691.43,-9363.59,4803.57,13100.18,3737.66,2724.86,9137.48,10590.43,-4318.09,-7055.01,10859.73,-3230.45,5145.82,-1633.2,1720.37
53711.78,7287.29,-7050.99,2978.06,8796.84,713.2,1389.92,10483.95,9631.28,-2865.14,-2218.72,9418.04,-1581.7,3646.73,2123.77,-659.56
-20611.17,-18208.18,-16310.78,-18615.87,-14672.49,-5919.64,-6247.94,-3453.88,-405.28,1324.47,-1984.83,2099.1,2319.04,-2981.81,8327.72,-4734.1
-39728.88,-21836.4,-23761.69,-23784.49,-10194.81,-1814.78,-5363.08,-4598.38,-597.86,-409.57,-11072.43,5476.8,1704.81,-1448.39,5030.48,-4870.09
23983.78,6025.58,-10833.98,3290.27,9948.31,3206.31,2289.0,6720.54,10035.22,-3900.2,-6036.04,9159.21,-3111.9,4530.52,-1381.07,2552.39
57267.31,10594.99,-5992.06,6178.74,11321.6,2022.39,2822.49,11879.77,12012.54,-3103.32,-1376.24,10536.52,-2101.24,5082.25,1261.71,1422.91
-12258.23,-14316.02,-12960.97,-14754.83,-12927.98,-5592.41,-4912.2,-1162.47,358.34,1758.99,-262.05,2574.92,2799.42,-2026.41,8451.91,-3697.16
-43391.44,-23207.28,-24982.1,-25381.48,-13280.96,-3320.84,-5785.53,-5964.43,-936.63,444.44,-8426.7,4002.66,3099.02,-1908.12,6650.81,-4270.88
12932.0,1906.78,-13120.56,-1208.87,7269.06,2268.34,933.68,5193.83,7870.67,-3261.03,-7686.14,8494.02,-2387.17,3426.25,-541.81,989.2
61776.64,12164.62,-7143.8,7078.08,14434.04,2641.44,3136.31,12723.86,13087.84,-4302.8,-3516.38,11751.83,-3222.41,5839.97,-237.64,1723.05
4124.7,-7655.83,-9380.22,-8683.65,-6907.76,-3752.14,-3086.15,1061.08,2657.26,858.04,333.13,3669.53,1351.3,-697.37,5896.57,-2405.67
-40314.41,-23878.9,-25232.61,-25939.64,-12862.53,-2744.97,-5661.34,-5337.86,-703.01,180.51,-9143.38,4542.32,2505.99,-2490.97,6481.56,-5195.71
3932.39,-2204.78,-21389.28,-5875.92,7886.5,3396.75,88.24,4089.83,8779.14,-5368.17,-13024.81,9908.35,-2523.69,3350.88,-486.55,452.76
62244.15,15122.56,-8582.53,9941.34,17196.98,4152.86,4391.04,13055.38,15526.24,-5163.25,-3829.93,12569.64,-3782.99,6820.32,-1349.42,3654.24
15642.64,-3711.1,-7864.77,-5555.39,-4474.46,-3222.14,-1971.42,3766.63,4936.07,737.07,1099.17,5142.06,1079.32,412.52,6010.83,-1778.84
-40106.81,-23452.43,-22526.8,-24823.85,-14573.52,-3725.86,-5824.15,-5255.79,-1430.96,950.31,-7106.51,3761.26,2990.13,-2739.07,7368.83,-5262.76
-10437.01,-6967.04,-17875.31,-9558.05,1159.79,1255.01,-1071.27,1000.2,4177.0,-2261.91,-9521.84,6831.32,-483.87,1288.27,1435.79,-1124.65
56224.74,12869.51,-8652.27,8122.53,16578.2,3552.85,3475.87,12708.58,13969.48,-4757.17,-5033.43,12530.21,-3505.38,6719.2,-1272.44,3130.94
29788.08,863.13,-6126.7,-1528.86,1492.92,-1643.93,-753.97,5889.33,6685.94,-388.92,391.07,6736.64,219.67,2237.77,4423.77,-733.58
-34159.01,-20852.57,-20021.08,-21936.45,-13679.54,-4145.89,-5846.41,-5096.47,-290.48,1699.45,-4487.34,3749.19,2891.15,-2324.13,7610.23,-4199.8
-20873.49,-10009.74,-22353.8,-13995.77,-609.67,1046.87,-2145.77,-959.96,4091.98,-1863.33,-10355.2,7201.2,258.3,860.72,2517.25,-1123.58
53387.76,14050.48,-10254.09,9057.28,18097.4,5036.92,4135.7,12182.59,14638.16,-5574.7,-6286.83,12544.42,-3973.96,6772.31,-2121.63,4038.33
41040.75,4785.06,-5791.96,1162.2,4619.57,-282.17,712.66,8318.34,9063.45,-1196.8,227.72,8065.13,-399.38,3171.71,3521.2,-85.56
-29539.97,-20107.99,-18152.39,-20643.89,-14439.94,-4822.61,-5768.36,-4111.56,-477.17,1856.36,-2859.77,3007.02,3228.31,-2203.7,8350.52,-4051.21
-29985.49,-15701.65,-20642.55,-18026.59,-6376.95,-696.03,-3321.65,-3123.43,1259.03,81.81,-8461.83,5769.16,2070.13,-228.26,4484.12,-2618.64
41175.93,10472.15,-9640.4,7065.48,14447.18,4080.44,3393.26,9722.74,11601.36,-4139.19,-5656.51,10860.26,-3050.48,5495.31,-1611.74,2909.93
49767.85,7630.62,-5456.95,3909.59,7556.86,554.68,1644.46,10245.77,10901.03,-2011.66,-171.12,9867.04,-1119.55,4453.81,2644.12,873.33
-22899.36,-18552.84,-16355.04,-18751.86,-14577.27,-5354.49,-5557.27,-3068.72,-342.52,1455.63,-1620.59,2227.84,2541.66,-2532.27,8240.55,-4169.49
-35242.89,-19706.73,-23742.92,-22080.48,-8603.19,-1157.64,-4322.11,-3851.12,-83.68,-1067.52,-10686.73,4930.97,1567.48,-1514.64,4910.32,-4497.26
33757.75,8562.42,-12185.81,4939.56,13323.34,4175.66,2677.38,8161.69,11578.83,-5496.65,-8185.3,10193.47,-3800.96,4844.34,-1879.42,2331.64
59587.96,9842.63,-7031.14,5374.07,11113.47,1559.97,2128.33,11252.94,12749.61,-3544.54,-2582.43,11306.05,-2247.96,5371.12,970.42,1167.03
-13681.95,-14713.79,-13670.95,-15181.3,-12800.31,-5395.26,-5061.06,-1805.66,1595.38,1845.63,5.1,3182.98,2554.54,-1686.3,8321.29,-3337.2
-42362.54,-22574.81,-24719.78,-24637.16,-11812.45,-2522.62,-5441.4,-5304.07,-70.27,927.51,-8330.67,5298.17,3063.35,-1414.6,6715.72,-3955.19
19215.61,3846.56,-13982.36,977.4,9508.16,3486.34,1467.17,6066.62,8659.51,-3508.87,-7972.6,9452.11,-1906.78,4103.24,-396.7,1686.84
63057.4,12717.96,-7581.8,7569.46,14315.22,2925.22,3180.56,12010.93,14048.88,-4107.0,-2843.14,12085.5,-2502.5,6338.06,-13.95,2482.38
-1108.83,-9676.87,-11052.04,-10766.92,-8389.68,-4138.92,-3581.29,50.16,2872.38,988.39,711.59,3584.24,1690.06,-663.31,6585.9,-2307.24
-42163.52,-24140.42,-24215.52,-25589.62,-13179.84,-2870.5,-5598.31,-5310.77,-1144.77,1091.93,-7932.37,4572.9,3164.2,-2056.72,7212.73,-4766.29
3515.57,-1693.82,-14440.21,-4455.15,4824.49,2088.9,288.61,3403.19,5892.55,-2434.91,-8226.07,7715.37,-1291.22,2500.62,704.08,57.94
60801.39,12410.58,-7674.34,7637.05,15292.08,3368.85,3531.4,12451.08,13662.91,-4555.46,-4038.6,12095.15,-3502.16,6408.07,-948.7,2680.6
11311.95,-5621.91,-8687.68,-7135.75,-4665.43,-2998.44,-2308.31,2396.82,4260.69,204.92,354.86,4610.18,841.68,415.21,5407.6,-1809.15
-42704.53,-23103.75,-22389.2,-24424.73,-13709.58,-3156.69,-5179.35,-5087.88,-954.6,1517.33,-5915.61,3883.3,3269.08,-2222.75,7584.75,-4344.91
-11061.97,-6197.78,-16419.68,-8908.96,1352.1,1620.86,-450.88,1164.88,4194.17,-1506.06,-8596.21,6795.91,-226.38,1414.87,1904.37,-765.77
59488.99,12833.83,-8176.45,8067.55,16147.7,3854.07,3693.94,12135.12,13662.91,-4817.78,-5098.61,12034.8,-3751.34,6433.82,-1356.12,2726.47
28331.91,96.02,-6973.21,-2457.98,642.12,-1668.87,-889.96,4741.61,6632.57,-941.19,345.74,6151.38,-111.31,1977.06,3516.11,-669.21
-35443.25,-21312.03,-20918.01,-22784.03,-13487.22,-3817.86,-5492.09,-5091.91,-408.23,1676.38,-4580.95,3476.95,3155.08,-2304.29,7462.71,-4205.7
-15549.3,-8612.57,-23476.04,-13297.86,1853.41,1753.63,-1504.18,429.42,5060.52,-2917.44,-12544.96,7700.62,61.42,1320.45,2534.42,-1476.29
55091.5,13963.58,-10778.99,8960.46,18595.49,5002.59,4209.46,12820.16,15488.69,-6645.98,-7756.14,12843.49,-4742.41,7222.92,-2327.08,3836.36
37208.95,3604.35,-6820.86,506.94,5324.19,149.67,631.93,6981.25,8473.9,-2507.06,-1191.97,7837.15,-936.63,3366.17,1944.33,58.47
-30910.58,-20113.62,-18435.36,-20540.89,-12441.96,-3653.97,-5188.47,-3924.88,-823.44,1518.94,-3738.19,3509.13,2901.08,-2058.06,7044.29,-4047.19
-29708.42,-14835.03,-19375.21,-17276.38,-5527.23,123.65,-2541.39,-2124.85,1005.29,292.63,-8902.25,6270.47,1893.91,-222.89,4415.72,-2967.06
42821.47,11799.31,-8248.87,7969.65,14599.0,4474.73,3965.91,10383.9,12357.74,-4315.41,-4936.61,10397.85,-3740.07,5615.2,-1514.38,3254.32
46983.72,7450.1,-4841.92,3934.26,8123.34,1203.51,1827.66,10203.66,11004.84,-2512.69,-1339.23,10135.0,-1568.29,4737.85,1924.75,712.66
-22777.32,-17156.48,-16148.24,-17706.6,-12802.45,-4599.99,-5193.83,-3733.64,741.09,1650.63,-1211.55,2701.79,2324.94,-2059.94,7287.56,-3421.43
-34189.05,-17874.24,-24851.2,-21147.61,-7263.15,-748.34,-3868.28,-3544.0,972.57,-167.91,-9704.5,5489.14,1819.34,-1227.11,5021.63,-3854.87
37275.73,9313.43,-13676.85,4916.22,15072.41,4496.99,2909.66,9639.06,11412.8,-4971.47,-9173.69,11248.38,-3424.64,5339.47,-1574.46,2235.08
57888.24,10459.27,-6024.51,5846.68,11319.73,1793.86,2475.68,10986.33,13055.38,-3321.11,-1597.79,11373.91,-2000.12,5874.31,1001.81,2028.82
-12288.54,-12887.75,-12431.23,-13382.61,-9941.34,-4049.6,-4407.94,-1918.05,1769.19,1283.17,-255.35,3299.39,1975.18,-1068.06,6841.24,-2600.94
-41605.89,-21292.72,-21870.73,-22567.3,-10109.25,-1595.65,-4935.0,-4121.75,-934.75,633.27,-9642.01,5812.08,2533.61,-1702.13,6114.63,-5041.75
18551.77,5347.79,-9855.51,2732.63,8977.62,3063.89,2111.17,6242.57,7983.86,-2617.03,-5985.35,8203.8,-2160.79,3360.54,-366.12,1553.8
58300.77,11688.8,-6330.01,7112.41,12981.09,2538.44,3186.73,12609.07,14004.08,-3941.24,-2311.8,11991.89,-2980.47,6236.67,96.02,2585.11
-6464.66,-11913.57,-11374.18,-12583.58,-11197.42,-5017.61,-4256.13,185.88,2847.97,1497.48,1033.46,3979.86,2083.81,-736.27,7604.6,-2557.75
-42173.45,-22875.22,-23513.32,-24808.56,-13218.46,-2849.04,-5447.03,-5564.78,-1194.12,781.6,-6885.77,3526.03,3074.08,-2624.27,7188.05,-4511.48
8605.6,306.04,-12498.83,-2678.19,5671.26,2368.66,704.62,3971.28,5571.75,-2266.47,-7434.28,7044.29,-1255.01,2025.87,706.76,-142.16
64594.03,12427.21,-7426.77,7563.56,15774.34,3644.32,3420.62,12941.12,13553.2,-4983.28,-5506.58,12638.84,-3817.86,6298.63,-1102.39,1654.39
13306.71,-4693.87,-8079.89,-6034.17,-3549.1,-2915.29,-2552.12,1606.11,4805.98,106.22,311.94,5165.93,797.96,653.12,5531.25,-1713.66
-40369.39,-23894.46,-22842.23,-24586.74,-13299.73,-3576.19,-6222.19,-5561.56,-739.22,2096.15,-6170.42,5003.12,3678.38,-2296.24,8427.77,-4794.45
-7961.33,-5546.54,-15727.67,-7806.57,1900.61,1500.43,-617.71,2015.41,3603.82,-954.87,-9269.18,7908.76,284.05,1586.79,2293.83,-1317.5
59477.99,13988.79,-7023.1,8771.09,16055.7,3820.54,4245.94,12830.08,13994.16,-4372.54,-3891.35,11912.23,-3300.46,6542.98,-1105.07,3490.9
20627.26,-2312.06,-6877.18,-4352.42,-3587.45,-3000.05,-1462.88,4918.64,7346.3,358.61,1647.41,6849.83,622.0,1930.12,5486.19,-728.22
-39229.19,-23497.49,-21927.06,-24556.7,-15021.71,-4083.66,-5780.16,-5056.5,-839.0,1861.45,-4442.01,3393.53,3348.2,-2457.17,8396.12,-4564.58
-17834.28,-9316.12,-16067.77,-11823.71,-1924.75,690.13,-1396.09,-538.86,2105.0,-291.56,-8275.96,5876.18,1186.88,205.46,3441.01,-2112.24
52544.75,11631.13,-7848.41,7666.56,15794.73,4219.12,3673.55,12275.93,12256.09,-4415.45,-6037.65,11892.38,-3425.72,6045.97,-1440.88,2366.78
33391.63,1299.53,-6321.43,-974.45,2408.62,-1090.85,-359.15,6864.04,8323.97,-1462.34,-918.92,8627.06,-518.47,3274.71,3538.1,-531.08
-33642.15,-22151.02,-20480.28,-22492.47,-15587.39,-5019.49,-6357.64,-5435.5,-93.07,1937.63,-2098.29,2802.91,3032.24,-2763.21,8527.01,-3940.17
-25553.94,-14000.86,-25763.96,-17250.63,-1797.62,713.2,-2946.94,-1304.09,1673.43,-1945.41,-13091.06,6905.62,1388.58,-239.52,4069.98,-3106.0
45203.81,11529.48,-12058.41,7335.31,17227.56,4861.77,3890.01,11416.56,12593.51,-6411.55,-9332.48,11393.76,-3480.7,5960.67,-1729.76,3616.69
41010.17,4236.82,-6725.37,1136.99,6843.39,744.31,1174.54,8337.92,9990.96,-3169.03,-2338.08,9451.84,-1546.56,4531.06,1286.39,702.47
-25842.28,-18913.33,-17542.99,-19509.05,-12810.5,-4238.43,-5140.19,-3950.63,-420.84,1062.42,-2232.13,2591.01,2676.04,-1940.58,6782.23,-3462.2
-33575.63,-19203.28,-22694.71,-21726.16,-7888.91,-498.62,-3696.08,-3346.32,162.54,334.74,-9803.21,6049.72,2875.33,-804.93,5813.96,-3933.19
33169.81,8112.34,-9588.63,4848.36,11854.29,3839.58,3043.77,8351.33,9502.53,-3436.98,-6284.95,9306.46,-2649.75,4435.84,-639.44,2157.03
51539.99,7570.27,-6085.4,3978.52,9286.88,1141.55,1783.4,10955.48,12044.46,-3009.98,-2287.66,11704.89,-1917.78,5807.79,1538.52,1419.96
-19550.09,-16242.12,-15127.12,-16801.09,-12939.51,-5111.75,-5010.63,-2899.2,1634.81,1715.27,351.37,3049.4,2148.72,-1391.8,7738.71,-2926.29
-38927.71,-21459.01,-28074.68,-25164.49,-9120.58,-1359.88,-4826.37,-4302.0,880.3,-194.46,-9372.44,5221.72,2275.59,-1559.97,6169.08,-4010.98
31475.99,7383.85,-17821.67,2346.4,15538.04,5096.47,2277.2,9190.32,12257.7,-6517.5,-13396.03,12744.79,-3365.64,5309.7,-1675.84,1719.03
61478.65,11875.75,-7626.06,7220.24,14044.85,2971.35,3259.69,11628.18,14288.93,-5071.52,-4043.43,12604.77,-3250.03,6499.8,-1220.94,2617.03
-5009.03,-10707.38,-11782.14,-11365.32,-7452.25,-3278.46,-3465.41,-1086.56,2608.18,-183.19,-604.57,3486.6,1037.48,-252.13,4332.57,-1820.68
-39836.17,-22505.88,-24894.92,-25021.26,-10875.29,-1774.28,-4711.3,-4384.07,-796.08,893.98,-8347.03,4849.43,3047.26,-1907.05,6621.3,-4775.94
10026.37,1911.88,-15169.23,-1445.44,7280.32,2886.33,1593.23,4792.57,5710.69,-2521.01,-8686.33,7348.72,-1041.77,2308.85,647.49,172.73
60641.26,12427.48,-7113.22,7705.45,14688.05,3314.67,3715.66,12938.71,14443.7,-4485.99,-4107.8,12607.46,-3379.58,6912.86,-795.54,3062.28
4470.17,-7787.53,-9490.73,-9029.39,-7144.06,-4094.12,-3209.0,1721.71,5001.25,839.0,648.02,5760.04,1307.85,852.41,6347.18,-1923.95
-43440.26,-23012.28,-25580.77,-25748.94,-13948.02,-3630.1,-5762.99,-6223.8,-325.89,1889.35,-4444.15,3578.87,3686.7,-2291.95,8063.53,-3616.69
3531.13,5.63,-22869.05,-6816.3,8892.06,3231.53,-2.68,3793.18,7639.47,-4231.72,-12812.38,9171.01,-918.39,2526.91,1013.34,-188.29
62471.6,15214.3,-9835.39,9015.17,18603.53,4854.26,4312.72,13206.13,16230.58,-6442.4,-7465.39,14147.04,-4098.15,7430.52,-2431.42,3355.44
